drugbank_id,name,cas
DB03005,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",
DB03006,Arsanilic acid,98-50-0
DB03007,"9r,13r-Opda",
DB03008,5-fluoro-beta-L-gulosyl fluoride,
DB03009,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,
DB03010,Patupilone,152044-54-7
DB03011,Adenosine-5'-(Dithio)Phosphate,
DB03012,Phenylalanine-N-Sulfonamide,
DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,35061-50-8
DB03015,"6-hydroxy-1,6-dihydro purine nucleoside",
DB03016,CRA_1801,
DB03017,Lauric acid,143-07-7
DB03018,"3,4-dimethylaniline",95-64-7
DB03019,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",
DB03020,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,
DB03021,Ulapualide A,
DB03022,"3-[2,6,8-Trioxo-9-[(2R,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",
DB03023,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,
DB03025,(S)-oct-1-en-3-ol,24587-53-9
DB03026,Phosphoglycolohydroxamic Acid,51528-59-7
DB03028,1h-Benoximidazole-2-Carboxylic Acid,
DB03030,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,
DB03031,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide,
DB03032,S-octylglutathione,
DB03033,4-methoxybenzenesulfinate,
DB03034,D-Levofloxacin,100986-86-5
DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",
DB03037,Oxidized Acetyl Dithranol,
DB03038,LY341770,
DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",
DB03040,Nitrilotriacetic acid,139-13-9
DB03041,UDP-alpha-D-glucuronic acid,2616-64-0
DB03042,5-Phosphoarabinonic Acid,
DB03043,"(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid",
DB03044,Doramapimod,285983-48-4
DB03045,Pantothenyl-Aminoethanol-Acetate Pivalic Acid,
DB03046,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,
DB03047,L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine,
DB03048,6-Carboxymethyluracil,
DB03049,S-Selanyl Cysteine,
DB03051,(S)-2-Tetrahydrofuroic acid,87392-05-0
DB03052,Dazoxiben,78218-09-4
DB03053,1-Aminocyclopropylphosphonate,
DB03054,Bromoform,75-25-2
DB03056,4-Piperidino-Piperidine,
DB03057,Malonaldehyde,542-78-9
DB03058,2-Aminobenzyl alcohol,5344-90-1
DB03059,Acetoacetyl-CoA,1420-36-6
DB03060,Sri-9662,
DB03061,(R)-N-(1-Methyl-Hexyl)-Formamide,
DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,
DB03063,"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide",
DB03064,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",
DB03065,7-Nitroindazole-2-Carboxamidine,
DB03066,D-Lactic acid,10326-41-7
DB03067,"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",
DB03068,Zebularine,3690-10-6
DB03069,Cytidine-5'-diphospho-beta-D-xylose,
DB03070,Selenazole-4-carboxyamide-adenine dinucleotide,
DB03071,4-Methylidene-5-One,
DB03072,"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone",
DB03073,3-Methoxybenzamide,5813-86-5
DB03074,7-cyano-7-deazaguanine,
DB03075,(Diphosphono)Aminophosphonic Acid,
DB03076,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",
DB03077,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione",
DB03078,PASBN,
DB03079,Alpha-Ribazole-5'-Phosphate Derivative,
DB03081,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",146663-95-8
DB03082,6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,
DB03083,IC261,
DB03084,"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",
DB03085,Glycolic acid,79-14-1
DB03086,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",
DB03087,2-(Sec-Butyl)Thiazole,
DB03088,Pidolic acid,98-79-3
DB03090,Ethylaminobenzylmethylcarbonyl Group,
DB03091,Isoglutamine,636-65-7
DB03092,5-Hydroxymethyl-Chonduritol,
DB03093,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",
DB03094,"3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On",
DB03095,Tetramethylammonium,51-92-3
DB03096,2-Morpholinoethylamine,2038-03-1
DB03097,"PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole",
DB03098,[Methylseleno]Acetate,
DB03099,5-Amino 6-Nitro Uracil,
DB03100,6-Nitroindazole,
DB03101,Ribose-1-Phosphate,
DB03102,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",
DB03103,Thymidine-5'- Diphosphate,
DB03104,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,
DB03105,L-Pentahomoserine,6152-89-2
DB03106,scyllo-inositol,488-59-5
DB03107,beta-Alanine,107-95-9
DB03108,4-phospho-D-erythronic acid,
DB03109,2-acetylamino-2-deoxy-b-D-allopyranose,
DB03110,2-Chlorophenol,95-57-8
DB03111,Glucosamine 1-Phosphate,
DB03112,"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid",
DB03113,3-Fluoro-2-(Phosphonooxy)Propanoic Acid,
DB03114,PAS219,
DB03115,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",
DB03116,5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate,
DB03117,2-carboxypropyl-coenzyme A,
DB03118,(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one,
DB03120,p-Toluenesulfonic acid,104-15-4
DB03121,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,59283-35-1
DB03124,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,
DB03125,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",
DB03126,Mant-Adp,
DB03127,Benzamidine,618-39-3
DB03128,Acetylcholine,51-84-3
DB03129,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium",
DB03130,S-P-Nitrobenzyloxycarbonylglutathione,
DB03132,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,
DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",
DB03134,L-2-aminopimelic acid,26630-55-7
DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,
DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",
DB03138,Perchlorate,14797-73-0
DB03139,"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid",
DB03140,4-Carboxyphenylboronic Acid,
DB03141,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril",
DB03142,Alpha-L-Arabinose,
DB03143,Nonan-1-Ol,28473-21-4
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,
DB03145,4-Methyl-5-Hydroxyethylthiazole Phosphate,
DB03146,2-deazo-6-thiophosphate guanosine-5'-monophosphate,
DB03147,Flavin adenine dinucleotide,146-14-5
DB03148,Adenosine 5'-methylenediphosphate,3768-14-7
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate",
DB03151,mu4-sulfido-quadro-tetracopper,
DB03152,B-2-Octylglucoside,
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",
DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,
DB03156,beta-D-glucuronic acid,23018-83-9
DB03157,"N,O-didansyl-L-tyrosine",
DB03158,"D-Myo-Inositol-1,4-Bisphosphate",47055-78-7
DB03159,CRA_8696,
DB03160,N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate,
DB03161,Thymidine-5'-diphospho-beta-D-xylose,
DB03162,"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid",45654-48-6
DB03163,2-oxopropyl-CoM,
DB03164,6-amino-1-methyl-7H-purin-1-ium,
DB03165,2-Dimethylamino-Ethyl-Diphosphate,
DB03166,Acetic acid,64-19-7
DB03167,Pentabromophenol,608-71-9
DB03168,Nicotinamide adenine dinucleotide cyclohexanone,
DB03169,(S)-Hmg-Coa,
DB03170,Dephospho Coenzyme A,
DB03171,Indole-3-Propanol Phosphate,
DB03172,Tubercidin,69-33-0
DB03173,CRA_10433,
DB03174,Phosphonoacetaldehyde,
DB03175,Propyl alcohol,71-23-8
DB03176,KB-141,219691-94-8
DB03177,5-methylbenzimidazole,614-97-1
DB03178,"Guanosine-2',3'-cyclophosphorothioate",38557-85-6
DB03179,Sinapoyl coenzyme A,
DB03180,"4,5-Dimethyl-1,2-phenylenediamine",3171-45-7
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",
DB03184,5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,
DB03189,Cu-Cyclam,
DB03190,6-o-Capryloylsucrose,136152-82-4
DB03191,3-Oxiran-2ylalanine,
DB03192,(R)-3-hydroxydecanoyl-CoA,
DB03193,Stearic acid,57-11-4
DB03194,Methyl beta-L-fucopyranoside,24332-98-7
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,25520-83-6
DB03196,4-Nitrophenyl-Ara,
DB03197,6-Hydroxymethylpterin,712-29-8
DB03198,Thio-Maltohexaose,
DB03199,4-Methoxy-E-Rhodomycin T,
DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,
DB03201,D-Cysteine,921-01-7
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",
DB03203,Sphingosine,123-78-4
DB03204,4-amino-5-aminomethyl-2-methylpyrimidine,95-02-3
DB03205,Pyrroloquinoline Quinone,72909-34-3
DB03206,Duvoglustat,19130-96-2
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",
DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",
DB03209,Oteracil,937-13-3
DB03210,4-Aminohydrocinnamic Acid,
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,
DB03212,4-Deoxyglucarate,
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,
DB03214,Vinylglycine,70982-53-5
DB03215,"(2s,5s)-5-Carboxymethylproline",
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",
DB03217,DPI59,
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,
DB03219,11-Deoxy-Beta-Rhodomycin,
DB03220,FR-234938,256461-79-7
DB03221,AL7099A,
DB03222,dATP,1927-31-7
DB03223,Diphthamide,75645-22-6
DB03224,2-Formyl-Protoporphryn Ix,
DB03225,D-Tryptophan,153-94-6
DB03226,Trifluoroethanol,75-89-8
DB03227,Nicotinamide Mononucleotide,
DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",
DB03229,alpha-Ketoisocaproic acid,816-66-0
DB03230,Adenosine-5'-Propylphosphate,
DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",
DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",
DB03233,3'-deoxy-3'-aminothymidine monophosphate,42214-32-4
DB03234,"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone",
DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,
DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,
DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate",
DB03238,"3,5-Difluoroaniline",
DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",
DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",
DB03241,1-Amino-1-Carbonyl Pentane,
DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside,
DB03243,4-Fluorobenzylamine,
DB03244,"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",
DB03245,S-4-Nitrobutyryl-CoA,
DB03246,Beta-L-Arabinose,5328-37-0
DB03247,Flavin mononucleotide,146-17-8
DB03248,2-(Phosphonooxy)Butanoic Acid,
DB03249,2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,
DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",
DB03251,RWJ-51084,
DB03252,D-Lysine,923-27-3
DB03253,(2s)-Pyrrolidin-2-Ylmethylamine,
DB03254,4-Phenyl-1h-Imidazole,
DB03255,Phenol,108-95-2
DB03256,(6R)-Folinic acid,73951-54-9
DB03257,"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",
DB03258,2'-Deoxycytidine 5'-triphosphate,2056-98-6
DB03259,"2',6'-Dichloro-Biphenyl-2,6-Diol",
DB03260,Hexamethylene diamine,124-09-4
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",
DB03263,Thiocellobiose,
DB03264,Dodecyl-Coa,
DB03266,Glutaral,111-30-8
DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,
DB03268,RU82197,
DB03269,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",
DB03270,"2,6-Difluorobenzenesulfonamide",
DB03272,4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,
DB03273,3'-Oxo-Adenosine,
DB03274,"2',5'-Dideoxyuridine",35959-50-3
DB03275,Cysteinamide,74401-72-2
DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",
DB03277,alpha-maltotriose,
DB03278,D-Treitol,
DB03279,Dodecyl-Alpha-D-Maltoside,
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,
DB03281,2'-Deoxymaltose,
DB03283,beta-L-fucose,13224-93-6
DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",
DB03285,Isoliquiritigenin,961-29-5
DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,
DB03287,4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,
DB03288,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,
DB03289,Thiarsa Dihydroxy Cysteine,
DB03290,L-naphthyl-1-acetamido boronic acid alanine,
DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,
DB03292,3-Phosphono-D-alanine,128241-72-5
DB03293,9-Methyl Uric Acid,
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",
DB03295,Glutathionylspermidine,33932-35-3
DB03296,3'-beta-Sialyl-beta-lactose,64839-32-3
DB03297,Benzylsulfonic acid,100-87-8
DB03298,Phenylphosphate,701-64-4
DB03299,N-Succinyl Phenylglycine,
DB03300,Pterin Cytosine Dinucleotide,
DB03301,2-Allyl-6-Methyl-Phenol,
DB03302,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",
DB03303,3-deoxy-D-arabino-hexonic acid,29625-79-4
DB03304,7-Deaza-7-Aminomethyl-Guanine,
DB03305,N(G)-Iminoethylornithine,36889-13-1
DB03306,RU78300,
DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,
DB03308,L-Leucyl-Hydroxylamine,
DB03309,N-cyclohexyltaurine,103-47-9
DB03310,Glutathione disulfide,27025-41-8
DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",
DB03312,Brivudine,69304-47-8
DB03313,Cephalosporin C,61-24-5
DB03314,5-fluorotryptophan,16626-02-1
DB03315,Guanosine 3'-monophosphate,117-68-0
DB03316,"1,4-Dioxane",123-91-1
DB03317,Ferroheme C,26598-29-8
DB03318,6-Hydro-1-Methyladenosine-5'-Monophosphate,
DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",
DB03320,3-Amino-Alanine,
DB03321,Des(carbamimidoyl) zanamivir,130525-62-1
DB03322,Dexpropranolol,5051-22-9
DB03323,Maltose,69-79-4
DB03325,Tyrosyladenylate,
DB03326,"Deoxycytidylyl-3',5'-guanosine",52474-59-6
DB03327,{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,
DB03328,Dioxo(sulfanyl)molybdenum,
DB03329,2-Pyridinethiol,73018-10-7
DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",
DB03332,"5,6-Cyclic-Tetrahydropteridine",
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,
DB03335,(+)-1-bromo-2-propanol,16088-60-1
DB03336,BIA,
DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,
DB03338,Heptyl glucoside,78617-12-6
DB03339,3-Iodo-Benzyl Alcohol,
DB03340,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,
DB03341,CoA-S-acetyl 5-bromotryptamine,
DB03342,4-(Acetylamino)-3-Guanidinobenzoic Acid,
DB03343,Malate Like Intermediate,
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate",
DB03345,Mercaptoethanol,60-24-2
DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",13049-13-3
DB03347,Triethyl phosphate,78-40-0
DB03348,Huperzine B,103548-82-9
DB03349,8-Bromo-Adenosine-5'-Monophosphate,
DB03350,Cobalt hexammine ion,
DB03351,Sri-9439,
DB03352,S-Arsonocysteine,
DB03353,2-Iminobiotin,13395-35-2
DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",
DB03355,5'-O-(L-Threonylsulfamoyl)adenosine,
DB03357,(S)-Mandelic acid,17199-29-0
DB03358,"7-Methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)",
DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",
DB03360,N-Acetylproline,68-95-1
DB03361,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",
DB03362,N-Dimethyl-Lysine,
DB03363,3-Acetylpyridine Adenine Dinucleotide,
DB03364,N-Carbamyl-D-Methionine,
DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",
DB03366,Imidazole,288-32-4
DB03367,PF-00356231,766536-21-4
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",
DB03369,9-Aminophenanthrene,947-73-9
DB03370,FR239087,
DB03371,Modified Ribosylated Glutamyl Ester,
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",
DB03373,ZK-806711,
DB03374,"3,5-Diiodotyrosine",300-39-0
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,112921-04-7
DB03378,"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",
DB03379,2-Carboxyethylphosphonic Acid,
DB03380,L-tyrosinamide,4985-46-0
DB03381,Hexadecanal,629-80-1
DB03382,S-oxy-L-cysteine,
DB03383,CP-320626,186430-23-9
DB03384,Fica,
DB03385,4-Methylimidazole,822-36-6
DB03386,4-Fluorotryptophane,
DB03387,N-Hydroxy-N-Isopropyloxamic Acid,
DB03388,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",
DB03389,alpha-D-Xylopyranose,
DB03390,"(2R,3R)-2,3-Dihydroxy-4-oxo-4-(propylamino)butanoic acid",
DB03391,Chromophore (Met-Tyr-Gly),
DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",
DB03393,Sanglifehrin A,
DB03394,Heptaethylene glycol,5617-32-3
DB03395,Enalkiren,113082-98-7
DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",
DB03397,Uridine-Diphosphate-N-Acetylglucosamine,
DB03399,Ethyl Isocyanide,
DB03400,3-(P-Tolyl)Propionic Acid,
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",85166-31-0
DB03402,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",
DB03403,Cytidine-5'-Monophosphate,63-37-6
DB03404,Hemin,16009-13-5
DB03405,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,
DB03406,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,
DB03407,4-Nitrocatechol,3316-09-4
DB03408,gamma-Glutamylcysteine,636-58-8
DB03409,L-Octahydroindole-2-carboxylic acid,80875-98-5
DB03410,4-hydroxycoumarin,1076-38-6
DB03411,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",
DB03412,6-hydroxynorleucine,6033-32-5
DB03413,Deoxyuridine-5'-Diphosphate,
DB03414,5-Thio-a/B-D-Mannopyranosylamine,
DB03415,3-thiaoctanoyl-CoA,
DB03416,Thiamine(1+) monophosphate,10023-48-0
DB03417,"(2S,3R)-2-[[4-(Tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",
DB03418,Diacetyldeuteroheme,
DB03419,Uracil,66-22-8
DB03420,"2,4-deoxy-4-guanidino-5-N-acetyl-neuraminic acid",
DB03421,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",
DB03422,"1,3-Thiazole-4-Carboxylic Acid",
DB03423,S-Adenosyl-L-Homoselenocysteine,
DB03424,Ubenimex,58970-76-6
DB03425,"2s,4r-4-Methylglutamate",
DB03426,Digalactosyl Diacyl Glycerol (Dgdg),
DB03427,delta-(L-alpha-Aminoadipoyl)-L-cysteinyl-D-vinylglycine,
DB03428,SU9516,
DB03429,Tetrastearoyl cardiolipin,
DB03430,(S)-4-hydroxymandelonitrile,71807-09-5
DB03432,Beta-Amino Isobutyrate,
DB03433,{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,
DB03434,3-(N-morpholino)propanesulfonic acid,1132-61-2
DB03435,Uridine-5'-Diphosphate,58-98-0
DB03436,Gallichrome,
